uid,DT,DF,DL,DP,DC,BD,SL,TL,RL,LE,NQ,BT,DR,HR,DW,DG,SR,NDVI,RD,SB,GVI,SVI,RS,VMI,VHI,SDI,PD,WE
685,24.773593,351.039256,486.42403,61.337341,83.089022,0.074461123,0,0,0.702262,0.27572,0.131912,0.630078,1.38369,206.492666,317.393039,0.482823,1.5,0.4394,126.444138,4.515862,0.38421,0.352401,0.132935742,0.101534,0.012439,0.748846126,102.577535,5
686,27.672862,312.512737,311.798728,4.961483,18.534255,0.158942846,0,0,0.494778,0.883418,0.330963,0.489247,1.39333,216.766998,186.745955,0.424506,2,0.5206,17.190317,8.595158,0.350446,0.522168,0.29782883,0.08069,0.034758,0.661735539,69.415802,2
687,58.70545,287.528529,273.62561,39.4839,39.603363,0.25556141,0,0,0.874206,0.4459,0.252014,1.034591,1.394522,208.591,149.292881,0.619901,2.5,0.5206,104.914724,4.035182,0.717494,0.090406,0.210584426,0.069104,0.024724,0.538331226,81.703251,4
688,75.839786,269.594323,239.840576,51.390676,88.279863,0.233788206,0.154941173,0,1,0.273789,0.313703,1.90485,1.366993,191.707998,121.254595,0.759291,2,0.5206,80.731154,6.210089,0.806919,0.00154,0.033488145,0.162572,0.011418,0.445325517,81.703251,1
689,39.562074,260.172142,212.546534,90.636398,137.906642,0.183104763,0,0,0.434407,0.722863,0.302912,1.706558,1.56599,172.667203,107.260463,0.324627,2,0.5206,92.158805,4.189037,0.317078,0.511114,0.17897462,0.106967,0.021989,0.653711782,94.3176,1
690,34.32633,229.302082,194.495647,77.668338,120.177077,0.246240305,0,0,0.235846,0.676744,0.236936,1.009716,1.619,221.137497,106.38584,0.297664,1.5,0.58,130.961724,7.703631,0.508895,0.293594,0.138991899,0.117693,0.02292,0.684746583,78.526075,1
691,76.101486,189.08702,188.364233,68.204255,100.899686,0.108639804,0,0,0.234702,0.343791,0.304504,1.952669,1.509285,233.558495,108.830078,0.791261,0.75,0.6394,69.371717,8.671465,0.444176,0.442706,0.159271039,0.088299,0.016722,0.646458665,62.73455,9
692,41.676985,154.687936,195.278293,36.238054,78.992675,0.061989238,0,0,0.155406,0.518716,0.2798,0.947661,1.557097,198.716499,123.256131,0.98913,1.5,0.6394,55.418428,3.259908,0.332209,0.516117,0.14776533,0.101437,0.021091,0.66315974,60.05685,7
693,18.508087,130.777727,213.976959,35.631088,85.433827,0.380892608,0,0,0.912901,0.235623,0.36737,2.200479,1.441934,201.040195,151.652257,0.845063,2.166667,0.6394,118.755357,4.94814,0.246074,0.576792,0.202242142,0.135183,0.03437,0.613562599,57.555868,6
694,46.414893,123.601255,241.740908,19.540073,115.576965,0.289888847,0,0,0.872448,0.119048,0,0,0,0,141.06371,0.973498,2.5,0.5881,0,0,0.353996,0.420096,1,0.00003,0.112908,0.688988636,62.021198,8
695,4.023845,135.837133,275.846323,15.352262,143.211505,0.166711576,0,0,0.83199,0.153032,0.309934,1.739716,1.349853,220.395997,92.164391,0.681674,1.8,0.5368,187.8807,2.935636,0.480179,0.330476,0.212105351,0.062434,0.018745,0.721993961,86.718102,10
696,53.647371,163.175314,232.841175,44.39574,118.573023,0.156689434,0,0.004277,0.514157,0.553782,0.312865,1.888426,1.287625,228.8675,45.711921,0.365019,1.166667,0.5368,149.767066,3.255806,0.486666,0.36971,0.131744396,0.092731,0.014716,0.705368503,86.718102,17
697,25.558778,199.500977,184.753911,93.307403,112.292424,0,0,0.002847,0,0.345769,0.170551,1.00705,1.369175,219.300499,23.055193,0.641229186,1.25,0.5368,100.072576,12.509072,0.526299,0.278525,0.073605998,0.097528,0.007942,0.743672626,154.996994,18
698,50.422489,240.780182,138.032614,94.017662,127.120475,0,0,0,0,0.264531,0.156134,1.066048,1.343435,198.389832,21.868469,0.874345,3.5,0.5368,106.717821,3.557261,0.578446,0.210693,0.1696519,0.06947,0.027751,0.669758934,154.996994,19
699,27.986711,250.570184,94.720628,45.826951,157.193008,0,0,0,0,0.290818,0.15912,1.25063,1.362064,203.050601,37.033002,0.892879,4.428571,0.4933,143.762922,5.529343,0.318676,0.35199601,0.088281205,0.130377939,0.019234962,0.791703303,79.0849,18
700,18.943861,204.206147,62.377819,18.997318,195.600788,0,0,0,0,0.655421,0.115976,1.115501,1.42056,207.412003,82.825785,0.332937,9.5,0.4499,60.570602,7.571325,0.867941,0.007851,0.238006359,0.060772,0.022181,0.399674954,86.51545,18
701,21.662314,160.046504,61.725093,60.180451,238.347845,0,0,0.006745,0,0.726954,0.15278,1.166894,1.360244,219.415002,129.781599,0.413303,8.2,0.4499,97.415474,3.746749,0.518366,0.296627,0.287946832,0.125997,0.040531,0.706970071,88.640701,17
702,8.664022,120.53886,93.429021,39.829807,213.54595,0.006697753,0.003333812,0.371557,0,0.959846,0.150683,1.136865,1.333504,223.048798,176.461991,0.907343,6.333333,0.4499,142.725335,5.489436,0.403501,0.413856,0.067180748,0.094731,0.009725,0.712575702,83.335403,14
703,45.56252,91.893144,136.557595,26.906693,165.005631,0,0.899601453,0,0,0.239289,0.184369,0.964066,1.384254,242.5392,224.560167,0.962408,7.75,0.4499,132.551916,4.733997,0.207746,0.602844,0.084921136,0.15347,0.014312,0.595464034,74.951351,14
704,60.630004,85.785098,183.212914,69.724649,117.693856,0,0.899495196,0,0,0.243844,0.237979,1.416083,1.37722,250.751448,255.504855,0.837440254,7.666667,0.4201,172.349394,3.251875,0.593043,0.186399,0.258413984,0.102159,0.027464,0.632576148,66.567299,12
705,26.412896,106.178228,231.270332,68.166987,74.005603,0,0.191190758,0,0.592503,0.886108,0.175668,1.6846,1.26156,248.595006,284.414342,0.619667,4.6,0.3903,64.279224,4.285282,0.2254,0.654749,0.0080868,0.067421,0.003661,0.560011107,59.132801,8
706,52.146762,72.385433,280.00886,43.258098,45.645219,0,0,0,0.923689,0.0422,0,0,0,0,318.591125,0.266853,2,0.3903,0,0,0.639446,0.010142,0.301924372,0.123403,0.056984,0.664140424,59.132801,8
707,98.696142,59.333353,329.126049,47.848026,12.098972,0.372836077,0,0.634625,0.198773,0.307333,0.102202,0.833422,1.28814,244.371994,356.523621,0.702706,2.666667,0.3903,50.005927,12.501482,0.844098,0.011176,0.427249939,0.061856,0.04979,0.352480683,69.130501,20
708,147.521429,74.032499,378.474505,64.526341,39.281361,0.241343794,0,0.99982,0,0.00018,0,0,0,0,314.469927,0.676141,3.666667,0.3903,0,0,0.4512,0.085314464,0.276831015,0.188308713,0.082796513,0.793595102,79.660702,5
709,196.937086,24.339884,427.974235,79.689393,89.104801,0,0.088764126,1,0,0.33702,0.026188,0.384601,1.30927,210.959,264.616866,0.157147,3.571429,0.4146,50.00714,12.501785,0.536134,0.278485,0.038982667,0.109235,0.004607,0.658360781,89.249868,1
710,226.528146,26.53392,477.578204,114.00192,64.270226,0,0.106066821,1,0,0.351115,0,0,0,0,214.832112,0.122722,2.5,0.4389,0,0,0.654527,0.226335,0.03847041,0.058903,0.004047,0.617687404,87.367798,13
711,180.277441,63.21942,527.256992,107.820741,60.13426,0.031728489,0.121460734,0.998837,0,0.301372,0,0,0,0,165.177441,0.752228,2,0.4389,0,0,0.353996,0.420096,1,0.00003,0.112908,0.62659217,81.068649,19
712,136.69276,91.188529,576.991274,89.138195,90.00887,0.032085987,0.166387742,0.588996,0,0.335249,0.167778,1.032434,1.374704,189.779999,115.820283,0.866762,1.5,0.4389,135.900844,5.226956,0.426201,0.361951,0.280290407,0.112536,0.041172,0.697706424,74.769501,19
713,99.347196,90.547777,626.76784,96.259667,132.616228,0,0.387283019,0.458183,0,0.723354,0.142395,0.847857,1.578845,169.105247,66.745428,0.871966,1,0.4389,97.776481,6.518432,0.321723,0.422258,0.031808684,0.114811,0.003979,0.744039907,64.399696,26
714,77.812726,114.378547,676.577357,124.84482,179.088055,0,0.141500019,0.641457,0,0.648279,0.24381,1.575887,1.392806,189.874603,17.474154,0.322401,0.5,0.3949,98.823025,3.800886,0.630265,0.217465,0.179975901,0.102119,0.023708,0.609361972,64.399696,140
715,85.086868,151.545386,726.413047,164.032115,227.063865,0,0,0.881867,0,0.143456,0.379554,2.303812,1.298256,201.9686,5.764201,0.105623,0.5,0.351,90.180428,3.757518,0.755005,0.061,0.27415843,0.046401,0.022089,0.490662698,66.291298,107
716,115.865137,194.549624,776.269869,207.910654,275.759798,0,0,0.992106,0,0.007863,0.264826,0.505478,1.5232,171.561005,12.320445,0.335366,1,0.351,23.391135,0,0.699885,0.05156,0.1009197,0.040643,0.008804,0.624811072,57.190102,37
717,394.378573,451.481452,1075.689955,496.133726,572.674663,0,0,0,0,0.700506,0.007414,0.166667,1.02407,173.112,0,0.680322,0,0.2077,50.912485,12.728121,0.440552,0.286523,0.318755459,0.11208,0.061506,0.732091274,44.938599,68
718,315.010139,151.074221,591.24841,106.913974,214.180587,0,0,0,0.777189,0.642299,0.242803,1.71428,1.677045,230.346001,0,0.470503482,0.5,0.1544,45.040941,5.630118,0.639446,0.010142,0.301944121,0.123403,0.062866,0.664105351,0,13
719,308.85983,103.387703,545.588535,86.447792,209.659189,0,0,0,1,0.205124,0.305222,1.922027,1.479859,218.09077,10.630095,0.494513,1,0.1544,230.816217,2.622912,0.700518,0.154301,0.042785061,0.106808,0.007425,0.605016179,0,30
720,320.500247,37.685684,457.002388,86.48554,199.147384,0.133078906,0,0,1,0.355365,0.080385,0.4643,1.706887,215.709,100.302597,0.510334,1.5,0.1544,89.532979,6.887152,0.400681,0.363943,0.152806643,0.112221,0.024668,0.733277306,95.5448,3
721,337.466169,59.169027,414.660523,116.054281,193.679487,0,0.385712105,0,0.068283,0.43245,0.15214,0.814612,1.34551,169.214005,149.906043,0.175335,1.166667,0.1545,50.153826,12.538456,0.575679,0.226725,0.442929905,0.088634,0.072083,0.636002616,95.5448,24
722,360.619498,34.847253,374.213196,149.391792,200.907459,0,0.009175345,0,0,0,0,0,0,0,199.707367,0,1.666667,0.1546,0,0,0.654527,0.226335,0.03847041,0.058903,0.004047,0.617687404,91.182503,14
723,336.047495,62.671272,336.34459,171.26729,219.581126,0,0.026473224,0,0.3573,0.651849,0,0,0,0,249.588147,0,1.5,0.1546,0,0,0.642057,0.143747,0.098528342,0.06322,0.021412,0.617960551,111.630997,19
724,308.87348,90.251627,302.02624,203.33977,247.119271,0,1,0,1,0,0.077209,0.369731,1.24152,219.419006,299.508687,0,1.666667,0.1546,11.516365,5.758183,0.501493,0.231752,0.277531027,0.082069,0.023481,0.711163322,111.630997,1
725,287.884933,127.036201,272.602304,241.581537,280.927032,0,0.10953175,0,0.287891,0.358474,0.077209,0.369731,1.24152,219.419006,313.828214,0,2.5,0.1491,38.856556,9.714139,0.757759,0.119297,0.463999509,0.065739,0.049201,0.490218558,0,1
726,236.95301,171.478477,104.929239,91.554838,96.892427,0,0,0,0.000422,0.00328,0,0,0,0,315.733124,0,2.4,0.1894,0,0,0.668189,0,0.505457987,0.075797,0.080669,0.635746236,128.649002,6
727,259.802941,124.695385,119.285049,48.208508,59.851426,0.089691297,0,0,0.429506,0.362984,0.070479,0.441586,1.363522,246.984001,332.337191,0.031582,3,0.1894,111.016871,5.842993,0.450617,0.500463,0,0.027437,0,0.545729467,142.113503,5
728,198.355795,24.697892,188.855707,45.659893,39.350625,0.012284934,0.390287353,0,1,0,0.079341,0.67231,1.316697,181.769669,383.36564,0.395973,4.5,0.1894,100.980137,6.732009,0.469754,0.346445,0.378173748,0.061007,0.031914,0.706845765,138.139751,1
729,153.523055,25.308286,145.957482,90.729181,82.278622,0.08034156,0.255650864,0,0.547958,0.68854,0.098185,0.367168,1.398285,181.223007,361.846252,0.33703,2.875,0.1756,77.719512,9.714939,0.741314,0.015597,0.231362277,0.106788,0.036186,0.534230689,120.838501,27
730,113.108955,29.270628,96.060128,138.085847,130.349804,0.456972783,0.500302348,0,0.576013,0.681546,0.157599,0.484127,1.65068,170.957993,313.441187,0.072455,2.6,0.1619,33.887181,16.943591,0.040964,0.479901,0.470916525,0.091998,0.088506,0.757398446,137.063,31
731,83.773164,36.580215,46.384368,96.481011,179.478053,0,0.255375983,0,0.638274,0.696292,0.217485,1.896315,1.443425,212.014748,263.950079,0.336755,2.833333,0.1619,104.55996,6.150586,0.633874,0.220283,0.306506302,0.078214,0.041647,0.640664255,135.793999,14
732,192.40452,52.144766,136.696891,91.724007,80.24446,0.025003194,0,0.8691,0,0.318898,0.258758,1.560535,1.340567,205.717,16.49454,0.67823,2.8,0.2294,81.093022,6.237925,0.82894,0.006357,0.170743324,0.082899,0.016558,0.406653124,181.188004,4
733,163.112697,95.509153,93.079403,125.978878,106.53949,0,0,0.517204,0,0.341002,0.133099,0.567011,1.48264,256.670013,0,0.449964,2,0.2294,51.34151,25.670755,0.353996,0.420096,1,0.00003,0.112908,0.70142795,189.235001,1
734,36.52292,143.372605,56.625191,75.596419,234.91351,0.015863344,0,0.51978,0.250166,0.835742,0.150618,1.340155,1.503904,213.897998,0,0.587246,2.666667,0.202,137.536974,5.979868,0.40256,0.355863,0.003343942,0.102467,0.001352,0.72777629,203.123001,17
735,26.470009,151.895829,63.876071,85.973713,242.888155,0.2396268,0,0.28175,0.497259,1.02329,0.177263,1.28268,1.430915,206.934746,34.47429,0.215580574,3,0.202,84.356567,4.439819,0.867941,0.007851,0.238006359,0.060772,0.022181,0.399674954,181.554993,3
736,9.733676,174.89706,97.737526,118.60919,260.393846,0.082512636,0,0.198288,0.146934,0.868969,0.152095,0.972193,1.28731,204.013996,84.47429,0.372016,2.5,0.202,124.805619,6.568717,0.304222,0.560265,0.017952765,0.105709,0.004449,0.630696911,181.554993,12
737,173.343917,175.87579,737.075693,51.330356,481.517678,0,0,0,1,0,0.249757,1.437775,1.389696,214.343667,95.682299,0.502745,3,0.3134,126.092205,2.865732,0.588293,0.2666,0.325658155,0.071747,0.029518,0.640166697,106.05405,1
738,137.937495,151.315895,716.718579,90.590762,432.813046,0.263772248,0,0,1,0,0.140703,0.667413,1.332967,232.219501,93.984587,0.343266,4.5,0.3625,73.210359,4.880691,0.384197,0.393169,0.346821422,0.097528,0.045717,0.738779475,95.815102,4
739,114.041184,140.928019,699.350031,99.486671,382.985532,0.188755326,0,0,0.899393,0.190891,0.122601,0.692975,1.55299,251.483994,97.063022,0.618888,3.75,0.4115,38.608442,19.304221,0.348482,0.365517,1,0.00015,0.261134077,0.714167936,87.480202,5
740,109.471597,147.732573,685.197351,79.527082,333.209698,0.042670628,0,0,0.669262,0.623233,0.136265,0.870558,1.40349,227.919993,107.17977,0.902437,1,0.4115,70.460565,5.420043,0.624308,0.108707,0.076487298,0.056608,0.004685,0.688031924,87.480202,6
741,89.167557,169.673568,674.463011,57.30569,283.512765,0,0,0,0.717498,0.66331,0.155442,0.974541,1.335507,246.30633,129.489126,0.997539,1,0.4115,92.145005,6.143,0.314301,0.480146,0.119259906,0.131536,0.01812,0.675300809,73.653999,6
742,90.685726,201.874531,644.194505,43.025503,233.945021,0,0,0,0.986288,0.43494,0.172005,1.19374,1.31833,239.154999,164.46083,1,3,0.4115,11.723322,2.930831,0.4512,0.091671167,0.282286621,0.186823231,0.084648768,0.793189678,79.5396,3
743,77.6349,355.051894,344.317082,31.86769,64.719629,0.428684176,0.400315178,0,0.334575,0.564069,0,0,0,0,219.95781,0.324291,2.833333,0.5206,0,0,0.348482,0.365517,1,0.00015,0.252778449,0.651981569,98.058403,1
744,93.315166,333.272099,310.172178,30.852338,73.57675,0.503686768,0,0,1,0,0.175768,0.720562,1.44913,208.541,189.197649,0.598249,2,0.5206,50.075289,12.518822,0.413924,0.299647,0.223654743,0.062376,0.018965,0.754828197,94.627502,3
745,71.281419,224.934682,238.362937,23.72872,120.29805,0.177440157,0,0,0.636845,0.577212,0.370719,1.860091,1.459725,223.355901,158.194341,0.518345,1,0.6394,193.451961,3.947999,0.547404,0.228153,0.251568446,0.073432,0.026746,0.702085339,51.111801,3
746,14.384704,178.730311,259.079032,51.629154,68.055356,0.203622628,0,0,1,0.211961,0.305041,1.506157,1.436155,200.749499,191.372189,0.792157,2.4,0.6394,121.364544,4.334448,0.532864,0.251145,0.104455688,0.112868,0.013796,0.684304428,56.848999,1
747,58.468092,173.548208,282.44375,42.164079,84.920473,0.062366415,0,0,1,0.132859,0.222272,1.43116,1.42643,214.227997,157.403192,0.942053,3.25,0.5881,65.223542,16.305886,0.15398,0.61684,0.00962076,0.110741,0.001067,0.598678275,72.111298,1
748,42.0905,182.464893,295.761356,37.47633,108.763476,0.136065903,0,0,1,0.266768,0.185857,1.056782,1.46326,216.015999,115.63334,0.700334,1.5,0.5368,61.200608,7.650076,0.430968,0.310754,0.136652166,0.077798,0.013273,0.744665582,90.840897,1
749,47.405283,203.63667,249.787459,56.033607,73.345213,0.069099492,0,0.349501,0.616348,0.984311,0.371593,1.819137,1.319442,208.720999,83.464808,0.555276,2.5,0.5368,102.514259,4.271427,0.721759,0.159647,0.390209256,0.066392,0.041821,0.480385703,90.840897,2
750,25.912085,233.757032,205.700679,59.650789,62.686098,0.239454881,0,0.997002,0,0.002993,0.194486,1.16364,1.39048,203.830994,72.961994,0.620975,3.5,0.5368,25.138349,12.569175,0.353996,0.420096,1,0.00003,0.112908,0.700261246,95.370102,1
751,50.602493,269.845894,165.020497,56.05912,86.484528,0.245988414,0,0.976471,0,0.02325,0.151984,1.25159,1.34344,186.936996,71.868469,0.557019,3,0.5368,50.000375,25.000187,0.255984,0.564704,0,0.158566,0.000047,0.630841595,93.635602,3
752,77.975175,271.563007,130.960907,36.490176,126.608058,0.470991754,0,0.953089,0,0.045793,0,0,0,0,77.835019,0.434396,2.833333,0.4933,0,0,0.4512,0.08589992,0.282520289,0.194613517,0.085663147,0.792969065,90.166603,5
753,48.305307,229.480282,109.862432,33.468738,171.987287,0.133987606,0,0.929703,0,0.067955,0.110929,1.004267,1.3061,204.519669,107.456771,0.583991,4.166667,0.4499,50.867704,3.9129,0.303843,0.511043,0.010340577,0.153698,0.001682,0.637239605,92.277802,4
754,54.894011,191.248354,109.493145,64.90265,219.384716,0.199006954,0,0.906312,0,0.089156,0.120536,1.046815,1.313775,204.958,148.444013,0.743464,6.75,0.4499,17.824099,2.970683,0.348482,0.365517,1,0.00015,0.214933002,0.670822059,90.757648,7
755,57.299677,159.657966,130.02978,44.175112,208.80995,0.382972299,0,0.882916,0,0.109945,0,0,0,0,193.71188,0.522443,4.75,0.4499,0,0,0.348482,0.365517,1,0.00015,0.2106138,0.657334826,87.126297,6
756,72.692028,139.303264,163.788701,32.999956,158.828778,0.36528826,0,0.859516,0,0.130119,0,0,0,0,240.858797,0.664289,5.8,0.4499,0,0,0.348482,0.365517,1,0.00015,0.263572215,0.657252027,82.248547,8
757,93.667545,135.351884,204.317727,72.294908,108.864899,0.289783246,0,0.836111,0,0.149659,0.179092,1.516739,1.35468,203.393501,287.489967,0.69387,7,0.4201,13.746974,2.291162,0.348482,0.365517,1,0.00015,0.22736305,0.632971049,77.370796,11
758,76.126557,142.620446,248.323838,53.195005,58.962291,0.16300652,0,0.812701,0,0.442114,0.207461,1.779191,1.314933,213.956144,324.53495,0.802683,4.8,0.3903,107.098608,3.05996,0.400639,0.431126,0.309997299,0.064792,0.030118,0.71264365,66.275902,13
759,88.413214,116.7107,294.251123,7.364341,10.076571,0.23072572,0,0.724202,0,0.668782,0.145199,1.44267,1.3307,197.738998,349.485353,0.797084,1,0.3903,50.025443,12.506361,0.56473,0.136836,0,0.062716,0.024025,0.77784474,66.275902,10
760,121.813546,109.097129,341.324945,36.698266,34.89616,0.106083554,0,0.051524,0.567011,0.918108,0.116925,0.928245,1.277538,214.121746,347.615484,0.919919,2.2,0.3903,100.108757,4.550398,0.290381,0.459322,0.163371511,0.113282,0.03581,0.722290072,83.471703,17
761,163.890767,86.670862,389.12943,86.361119,59.553251,0.117204939,0,0.07287,0.779783,0.323922,0.083648,0.474824,1.243903,202.422002,313.692492,0.744597,4,0.3903,77.598799,7.75988,0.626235,0.22966,0.145671877,0.080297,0.017588,0.624576215,84.477501,21
762,209.479897,51.219697,437.425088,125.123398,75.498828,0.108171329,0.101890594,0.280366,0.574531,0.662866,0.052562,0.368043,1.315178,202.909752,263.692492,0.617234,3.333333,0.4146,77.499877,2.980765,0.281871,0.518362,0.283174407,0.07596,0.02938,0.675105098,83.80825,17
763,247.960373,52.297957,486.065533,118.193041,27.996142,0.049448504,0.385787889,0.77067,0.097966,0.460651,0.045255,0.377479,1.42608,210.544998,213.692492,0.619751,2.5,0.4389,46.423387,11.605847,0.38578,0.47961,0.244271537,0.058301,0.018805,0.677830085,82.133202,19
764,206.565489,88.581574,534.956725,72.731703,20.974563,0.443764352,0,0.97684,0,0.02289,0,0,0,0,163.692492,0.299062,2.5,0.4389,0,0,0.639446,0.010142,0.301944121,0.123403,0.062866,0.664105351,76.842102,17
765,169.865406,131.234498,584.035695,40.127374,70.181191,0.281051012,0,0.892028,0,0.101921,0.12097,0.979878,1.35264,188.478668,113.692492,0.497216,2.333333,0.4389,93.930481,8.539135,0.230262,0.553481,0.299985018,0.046613,0.019471,0.677861471,71.551003,3
766,127.374117,155.941908,682.594816,96.181169,169.989218,0,0,1,0,0,0.125061,0.570631,1.67032,173.694,13.692492,0.315255,0.5,0.3949,50.696112,25.348056,0.282491,0.581371,0.204565351,0.098385,0.025435,0.619187454,61.128799,9
767,131.943626,184.936288,732.020954,143.426368,219.958636,0,0,0.985161,0,0.014728,0.274194,1.604226,1.408692,210.674164,0,0.371004,0.333333,0.351,127.201319,4.892358,0.161779,0.419592,0.244734329,0.063578,0.015083,0.811716946,57.5284,104
768,153.603631,221.551309,781.520103,192.071415,269.93938,0.015997124,0,0.875055,0,0.15232,0.412384,2.909851,1.321168,216.780748,0,0.012549,0.5,0.351,188.186218,2.94041,0.494477,0.269454,0.128516253,0.097504,0.014083,0.723706914,57.31085,124
769,186.491368,262.618611,831.079218,241.27108,319.926142,0.002386223,0,0.867162,0,0.343439,0.300113,3.876375,1.33121,197.152,31.108229,0.114651,1,0.351,54.808596,9.134766,0.199441,0.412031782,0.145898896,0.114613861,0.019673915,0.789284143,57.31085,133
770,225.752043,306.35288,880.688175,290.743942,369.916482,0.243271005,0,0.689375,0,0.58917,0.277315,1.755759,1.382073,196.161331,0,0.388241,1,0.2794,75.137333,5.009156,0.537276,0.232496,0.147210131,0.104549,0.019439,0.689861202,34.964849,130
771,268.605547,351.76077,930.339001,340.370894,419.909122,0,0,0.046215,0,0.853119,0.174802,0.847614,1.62297,186.991501,0,0.340807,0.5,0.2077,52.190291,6.523786,0.321126,0.389139,0.040980666,0.027056,0.001236,0.797659402,35.17315,119
