uid,DT,DF,DL,DP,DC,BD,SL,TL,RL,LE,NQ,BT,DR,HR,DW,DG,SR,NDVI,RD,SB,GVI,SVI,RS,VMI,VHI,SDI,PD,WE
1795,432.181863,167.262092,410.258411,63.440556,66.621622,0.004654158,0.913728965,1,0,0,0,0,0,0,196.054589,0.119434,3.166667,0.3758,0,0,0.889651,0.001371,0.205439644,0.036506,0.009473,0.288564171,83.901199,3
1796,401.918652,120.623115,360.900356,74.320694,73.987075,0.009724784,0.004052073,0.792523,0,0.375818,0.06128,0.462282,1.233863,205.536331,195.875746,0.189892,5.333333,0.4576,70.563284,4.704219,0.505503,0.260255,0.230988424,0.101283,0.027074,0.709107795,69.731102,9
1797,370.985274,78.251289,311.746966,106.225009,75.490842,0,0.096552744,0.063175,0,0.289842,0.066386,0.45615,1.28269,190.298996,200.250299,0.281443,4.857143,0.4576,37.693386,9.423347,0.50841,0.225774,0.204992117,0.135734,0.033252,0.708842399,69.731102,24
1798,344.559929,51.928726,262.913055,98.642844,94.166837,0,0.007672623,0,0,0,0,0,0,0,185.982184,0.001938,5.75,0.4576,0,0,0.269788,0.38039,0.139645482,0.166409,0.032779,0.759337589,81.075897,23
1799,323.748384,65.344632,214.616817,81.397046,110.836121,0,0.283884558,0.342519,0,0.642692,0,0,0,0,143.094671,0,6.142857,0.4576,0,0,0.233552,0.602119,0.382775902,0.070163,0.045346,0.609160829,86.032547,16
1800,309.684496,79.799311,167.32448,86.823468,141.558278,0,0.332773929,0.794638,0,0.375178,0.108259,0.597488,1.35069,208.178996,105.860738,0.099555,5,0.4898,54.802455,4.982041,0.349593,0.428807,0.419092941,0.076105,0.053616,0.694722404,81.204048,7
1801,305.102325,47.678869,82.89565,134.538141,214.957567,0.108449047,0,0,0,0.31276,0.082877,0.488118,1.58624,215.419998,77.360051,0.609181,0.75,0.522,50.00751,25.003755,0.573999,0.130551,0.374233582,0.135458,0.07951,0.648924764,60.474501,1
1802,314.238886,85.762573,61.715414,143.138508,254.113824,0.030047363,0,0,0,0.254923,0.082877,0.488118,1.58624,215.419998,27.360051,0.748695,2,0.522,52.21152,13.05288,0.143119,0.545066,0.048466547,0.140501,0.004852,0.671346002,49.530102,4
1803,278.586035,132.049851,32.394453,157.662043,287.287535,0,0,0,0,0.289705,0.176018,0.908726,1.392783,216.32275,0,0.96218,2.333333,0.522,81.170939,3.382122,0.464756,0.271562,0.304240401,0.138918,0.039831,0.734439725,49.563202,5
1804,247.940074,180.330551,35.142923,111.265648,324.799045,0.054402312,0,0,0,0.30203,0.09322,0.444309,1.53558,192.841003,0,0.545772,2,0.601,30.456921,7.61423,0.491485,0.227898,0.353529007,0.077712,0.041893,0.733665587,49.563202,8
1805,224.362167,229.349192,78.14481,70.019777,279.205822,0,0,0,0,0.312145,0.129117,0.568886,1.40718,199.116005,0,0.58820692,3.8,0.6801,103.594745,12.949343,0.739344,0.073097,0.171141222,0.128654,0.021198,0.475866871,47.551399,23
1806,210.243867,226.137135,126.404895,49.249304,232.946561,0.158682603,0,0.879648,0,0.500467,0.067104,0.389285,1.37398,174.914001,39.784572,0.165554,2.833333,0.6801,52.823495,26.411748,0.088189,0.663123,0.040050224,0.127174,0.043356,0.544270796,60.4781,1
1807,207.524902,182.199491,86.622448,63.508349,188.606229,0.31942897,0,1,0,0,0.221067,1.029977,1.343626,202.408286,89.742212,0,2.2,0.6801,108.320879,2.927591,0.539209,0.243978,0.151204039,0.139767,0.025221,0.664969253,60.4781,4
1808,216.634915,142.321135,50.169802,100.891222,147.92065,0.358981222,0,1,0,0,0.259288,1.262304,1.390547,205.267832,139.730158,0,4.5,0.6694,133.713956,4.457132,0.592015,0.135055,0.189945833,0.115273,0.022978,0.649162047,68.746101,4
1809,206.204153,110.968266,50.304767,90.039201,114.842186,0.195033317,0,0.345945,0,0.405946,0.362092,2.138912,1.37256,217.119224,189.724457,0.090295,4.25,0.6587,162.571784,3.251436,0.639294,0.109037,0.349732413,0.108644,0.036613,0.598476632,71.406502,7
1810,165.591911,96.812224,86.856952,51.801525,97.452229,0.232095912,0,0.940802,0,0.09714,0.242382,1.171397,1.549854,187.867004,239.721134,0.098879,3,0.6587,113.238754,4.923424,0.847775,0,0.51565492,0.079788,0.045947,0.391711822,74.066902,5
1811,131.610066,106.917058,132.505437,47.536705,103.947804,0.123011293,0,1,0,0,0.269815,1.631998,1.548493,197.518667,276.007687,0.043888,1,0.6587,135.233405,4.097982,0.73336,0.084913,0.175308539,0.127499,0.020746,0.486556546,63.861301,6
1812,110.551968,88.023023,180.475071,82.680582,130.818023,0,0,1,0,0,0.245459,0.760622,1.52358,204.809331,256.145968,0.100791,1.5,0.6587,100.592633,10.059263,0.221412,0.41507,0.244278415,0.110279,0.062067,0.770967366,63.861301,6
1813,110.101162,39.090867,219.796832,113.745862,168.586964,0,0.074537709,0.517966,0,0.615034,0.202126,1.431688,1.37255,225.630745,233.69734,0.207182,1.5,0.6678,100.268258,4.557648,0.274645,0.46557,0.093050146,0.118074,0.012195,0.69629669,46.693666,6
1814,130.47143,17.553893,197.856266,121.615073,211.494145,0.244613175,0.042289819,0,0.115429,0.617085,0.152919,1.10785,1.35631,205.369995,219.84499,0.37144786,2.75,0.6769,50.13213,12.533033,0.64271,0.261787,0.032237836,0.082822,0.002521,0.566186169,40.053949,5
1815,164.083279,63.938896,187.038918,141.015176,207.303297,0.316540372,0,0,0.470935,0.692153,0.118246,0.717564,1.35673,206.608327,215.820142,0.228937485,3,0.6769,78.5726,6.044046,0.785071,0,0.520807464,0.083821,0.062464,0.402916721,40.053949,5
1816,204.508803,113.438202,189.261753,146.17529,170.314283,0.298683242,0,0.227755,0.36217,1.023002,0.145784,0.651712,1.316853,209.474996,215.973043,0.194105132,2.4,0.6769,84.121589,5.608106,0.646876,0.080883,0.328812763,0.083369,0.026425,0.640977213,45.4039,5
1817,202.459343,145.533141,204.099157,98.48701,123.552915,0.373161782,0,0.832567,0,0.394602,0.173033,0.708298,1.32424,230.044998,219.936151,0.109372788,3,0.6769,50.132091,12.533023,0.740583,0,0.667740892,0.068313,0.069488,0.543742447,43.17405,5
1818,202.701811,181.678195,229.113336,55.065116,80.769366,0.15261518,0,0.895807,0.069155,0.358927,0.20056,1.000186,1.297347,217.543167,224.122886,0.019107532,2.5,0.6466,112.046117,3.201318,0.656575,0.103152,0.365958132,0.111899,0.065592,0.551200462,42.657867,5
1819,214.909894,220.691117,259.1039,36.941071,52.745219,0.090446158,0,0.959045,0.076757,0.237148,0.175988,0.789534,1.32097,209.552498,231.627062,0,2.666667,0.6163,81.898309,13.649718,0.845554,0.001037,0.295182108,0.100705,0.026985,0.355147506,42.634933,4
1820,237.243549,223.129802,270.800718,4.01367,63.564344,0.322956054,0,0.999311,0.00889,0.042674,0.155602,0.718134,1.348017,213.248001,248.90819,0,2.5,0.6163,96.519999,8.774545,0.690996,0.028545,0.138877439,0.152114,0.02301,0.520684438,46.376475,4
1821,267.175485,236.366766,290.742543,46.101942,101.482972,0.370491726,0,0.887336,0,0.106065,0.183025,1.08498,1.28237,208.979996,264.09719,0,2.6,0.6163,10.649944,2.662486,0.639446,0.010142,0.301924372,0.123403,0.056984,0.664140424,46.70215,7
1822,302.458226,258.750048,317.378992,94.992068,146.823572,0.239565689,0,0,0.296329,0.600796,0.183025,1.08498,1.28237,208.979996,285.421169,0.108006616,2.428571,0.6163,39.475802,19.737901,0.801924,0.001185,0.35385294,0.044109,0.034405,0.37460455,49.611599,1
1823,341.436989,288.156081,347.83668,46.55488,156.868107,0.210798931,0,0,0.296422,0.698659,0.115863,0.53601,1.37695,216.865005,313.341925,0.525194873,2.166667,0.4499,50.038034,12.509509,0.322607,0.4375,0.130359512,0.056609,0.010289,0.70233183,49.611599,2
1824,382.984929,322.670523,381.966935,17.641449,146.356181,0.300802936,0,0,1,0,0,0,0,0,306.359746,0.501177,2,0.2835,0,0,0.501252,0.15882,0.236507116,0.099163,0.016086,0.78378903,61.8276,1
1825,426.351609,360.830439,419.2936,58.779967,152.422637,0.163563132,0,0.30592,0.563376,0.491131,0.191806,0.977126,1.43867,187.3384,257.177307,0.811455,1.5,0.2835,79.805113,3.069427,0.41131,0.218128,0.134910711,0.141733,0.025936,0.77196577,68.317499,19
1826,471.034959,401.597989,459.037588,107.698414,173.335481,0.353636408,0,0.447403,0.552597,0.687604,0.108112,0.594501,1.70984,168.891998,208.384358,0.305568,2.166667,0.2835,100.197266,12.524658,0.402122,0.427567,0.108446346,0.087442,0.023787,0.655162374,74.963699,3
1827,492.830422,444.255877,500.623502,157.298481,204.591587,0.373251476,0,0.371594,0.628406,0.659798,0.132695,0.749647,1.557667,178.846748,160.336876,0.264334,4.6,0.2835,105.823484,7.054899,0.472245,0.185278,0.499281517,0.07698,0.088385,0.733297538,77.314598,3
1828,216.222938,532.291244,766.24447,262.545631,263.501816,0.008693613,0,0.547736,0,0.293314,0.062529,0.520247,1.39287,190.00767,123.221024,0.620104,3.6,0.1955,83.600755,5.573384,0.253996,0.520096,1,0.00003,0.1129,0.659985108,77.676903,33
1829,196.809207,482.508,716.863969,269.88707,287.120038,0.377451729,0,0.87009,0,0.170275,0.046974,0.436124,1.54509,144.800003,85.222087,0.15808,4,0.1955,50.947427,12.736857,0.529192,0.207303,0.378801664,0.085557,0.051775,0.690908325,69.717697,2
1830,188.985102,432.774734,667.575698,284.949543,316.926845,0.541287954,0,0.969242,0,0.03028,0.046974,0.436124,1.54509,144.800003,52.946017,0.000659,4.333333,0.1955,33.340438,8.335109,0.820514,0.000874,0.1980458,0.098882,0.016243,0.379754908,63.219149,1
1831,194.156827,383.110913,618.40171,307.495452,351.350728,0.24757222,0,0.630457,0,0.722435,0.061268,0.490458,1.16547,215.132004,13.634835,0.219939,4,0.2314,54.162802,13.5407,0.339638,0.337967,0.325190498,0.146804,0.065733,0.76649222,56.7206,4
1832,292.776032,93.026756,328.634822,175.218778,172.303267,0,0.30502174,0,0,0.392228,0.005835,0.166667,1.17232,183.556,0,0.299014,1.75,0.2663,51.626152,25.813076,0.712538,0.055409,0.391116433,0.074364,0.042474,0.527220702,46.609501,3
1833,266.921486,55.981945,282.42558,136.826593,128.340041,0.096411518,0.108709708,0,0,0,0,0,0,0,17.470933,0.0549,1,0.2663,0,0,0.293766,0.42,1,0,0.112908,0.683717632,63.66255,49
1834,234.738564,51.127088,237.755274,87.929435,90.851067,0,0.898555524,0,0,0,0,0,0,0,63.633343,0,1.5,0.2663,0,0,0.383206,0.413509,0.235653246,0.099194,0.032952,0.682118959,80.715599,49
1835,202.167322,84.225768,195.680689,41.733135,70.969477,0,0.08723854,0,0,0.511745,0.098864,0.602601,1.53549,183.367004,105.887427,0.618496,4.666667,0.2663,50.122761,12.53069,0.230767,0.491641,0.243782167,0.09132,0.035557,0.700571775,83.123266,13
1836,166.457196,128.739974,158.285483,27.417578,82.579761,0.184007439,0,0,0.692743,0.686211,0.183631,1.510551,1.323856,199.378201,148.141511,0.261361,3.2,0.3275,95.992821,4.173601,0.749422,0.067701,0.198796602,0.126737,0.018845,0.487873181,87.938599,4
1837,127.459824,146.875901,129.682906,62.229462,116.628329,0.451609627,0,0,0.980924,0.701001,0.148389,1.1835,1.31897,186.815994,190.395596,0.404952,3.4,0.3887,50.129698,12.532425,0.855514,0,0.061414761,0.131847,0.004824,0.30551227,95.213303,4
1838,98.914181,100.08611,116.537625,103.810258,151.355794,0,0.498668897,0.14013,0.710342,0.518325,0.163892,1.143417,1.345957,175.122665,232.252866,0.082175,4.2,0.3887,57.465164,3.831011,0.777819,0.002566,0.092084018,0.153886,0.012832,0.403423491,102.670998,4
1839,59.692997,58.838156,123.872435,150.600907,186.009028,0,0.046772198,0.135257,0.629352,0.510721,0.229025,1.348151,1.347482,202.323999,275.388099,0.471788,6,0.3887,101.981477,4.249228,0.805781,0.001849,0.416359429,0.074531,0.040796,0.3811204,102.670998,4
1840,47.111484,43.66495,148.686725,198.959033,155.727083,0,0.193740016,0.877188,0,0.0644,0.252499,1.503459,1.348778,210.5835,320.524283,0.533168,4.75,0.3887,103.236053,6.072709,0.756516,0,0.216398929,0.12355,0.024087,0.459200251,95.180702,4
1841,76.65331,73.152765,184.041039,174.183273,121.61162,0,0.349806998,0.94131,0,0.056933,0.338767,0.38241,1.41357,190.362,366.923735,0.191449,3.4,0.4865,9.303461,4.65173,0.759693,0.006258,0.837308515,0.014155,0.07826,0.531947328,95.180702,4
1842,106.975515,106.945613,183.454728,141.560477,101.62602,0.203451238,0.154663068,0.866464,0,0.343366,0.087125,0.390677,1.32186,166.759995,414.162092,0.396549,3,0.5843,50.129394,12.532348,0.15401,0.236823,0.357162336,0.085409,0.048843,0.915418747,56.9156,4
1843,121.087391,148.511145,189.305493,121.403974,104.241594,0.385999189,0,1,0,0,0,0,0,0,403.604695,0.219211,2.75,0.5843,0,0,0.355805,0.486823,0.060722447,0.126174,0.00804,0.622544775,45.576651,3
1844,189.997229,241.437264,234.943472,138.340296,164.143941,0.570116274,0,0.905403,0,0.089975,0.028737,0.391008,1.67983,153.399002,362.410269,0,4.5,0.5843,67.835872,33.917936,0.499372,0.178845,0.406131408,0.112713,0.076165,0.705397017,42.328201,67
1845,233.060813,289.672485,269.034138,169.816353,206.110881,0,0,0.030149,0,0.10557,0.028737,0.391008,1.67983,153.399002,350.803976,0,4,0.5843,15.279438,3.819859,0.70392,0.029053,0.153954228,0.192738,0.030271,0.4859844,42.328201,64
1846,382.227166,680.177036,512.90272,25.139456,711.355882,0.003426368,0,0,0.109282,0.241931,0,0,0,0,248.335929,0,2.5,0.1546,0,0,0.477703,0.147731,0.207232719,0.133436,0.044815,0.738426421,269.812012,31
1847,408.320289,630.711228,510.212586,58.760176,664.988108,0,0,0,0,0,0,0,0,0,262.691375,0,2.833333,0.1546,0,0,0.122764,0.486058,0.047816359,0.136219,0.017862,0.732658832,0,9
1848,288.658783,98.320338,785.677461,172.073743,151.451964,0.008532022,0,0,0,0,0.0385,0.405853,1.24057,193.302002,305.485848,0,3,0.1547,9.362115,2.340529,0.595589,0.098273,0.466734238,0.056742,0.04319,0.638429107,0,5
1849,238.66062,69.990117,824.340194,122.554264,116.565505,0.036222529,0.716953002,0,0,0.238564,0.03824,0.405513,1.293305,182.397003,305.576697,0,2,0.095,93.952387,11.744048,0.315786,0.189129,0.359872435,0.111971,0.033387,0.85961576,192.634995,4
1850,188.66343,21.005136,864.166904,73.586762,96.111063,0,1,0,0,0,0,0,0,0,310.841112,0.0157,1.666667,0.095,0,0,0.066234,0.372569,0.26646502,0.094196,0.032318,0.850345283,221.544006,5
1851,138.668268,31.365825,874.911811,24.526321,99.434178,0.241617117,0.22211351,0,0.646319,0.616278,0.094146,0.784623,1.29335,203.617004,318.72995,0.000005,2.8,0.095,51.067571,25.533786,0.175621,0.588466,0.15399361,0.155336,0.032566,0.604076245,221.544006,2
1852,11.570841,86.041207,752.506149,44.167252,153.189045,0,0,0.818356,0,0.164046,0.005983,0.102846,1,154.714005,380.563155,0.001963,1,0.1096,50.463269,12.615817,0.192556,0.558233,0.164626587,0.126381,0.033374,0.656556569,289.022003,5
1853,78.41132,60.771567,65.718037,107.67791,372.524048,0.077117895,0,0.867798,0,0.276523,0.074838,0.697972,1.349693,204.898336,538.891031,0.348389,1.5,0.1767,80.055751,6.158135,0.44339,0.253158,0.367419537,0.126288,0.061371,0.764654586,165.770996,1
1854,365.705469,142.752027,372.68604,36.670568,25.522971,0.240515267,0,0.540341,0,0.698183,0.067084,0.496327,1.2425,229.841995,245.875746,0.534693,0.5,0.4576,50.881008,12.720252,0.133636,0.389396,0.013097335,0.07611,0.053938,0.837323742,69.731102,9
1855,331.409054,102.025997,325.318287,84.290672,26.066122,0.309518764,0.006739088,0,0,0.106702,0.066386,0.45615,1.28269,190.298996,249.374732,0.135619,1.75,0.4576,13.282363,3.320591,0.59768,0.099233,0.408283276,0.09985,0.047168,0.657979964,69.731102,10
1856,301.535126,73.759521,277.032276,54.86277,47.659225,0.326356638,0.101263429,0,0,0.506748,0.066386,0.45615,1.28269,190.298996,213.057611,0.133506,3.333333,0.4576,50.975749,12.743937,0.380887,0.390409,0.137018282,0.162,0.030103,0.688402213,81.075897,21
1857,277.515591,67.56575,227.589771,31.753495,70.890775,0.113673942,0.057642403,0.165119,0,0.915964,0.088277,0.712831,1.32678,194.126333,176.397441,0,1.75,0.4576,84.107343,5.607156,0.588484,0.101173,0.35097285,0.107106,0.043004,0.649666566,86.032547,13
1858,260.97198,92.39664,178.458192,43.609434,107.415417,0.040528361,0.009991624,0.415388,0,0.937495,0.188948,1.285242,1.270202,220.570004,147.458173,0.181782,3,0.4898,101.706712,4.23778,0.772162,0,0.144266322,0.141373,0.0135,0.40551649,81.204048,19
1859,253.372937,93.271701,129.99057,74.811029,145.109369,0.283842748,0,0.336031,0.058565,0.840656,0.197462,1.59143,1.30722,221.559006,128.554911,0.288105,1.5,0.522,50.081788,12.520447,0.510782,0.081907,0.345396384,0.082987,0.081412,0.725764343,71.4189,13
1860,255.517742,93.709949,83.353287,84.540893,184.245215,0.419550849,0,0,0.414104,0.36509,0.216001,1.433905,1.32596,205.324336,79.311791,0.186988,1,0.522,74.628765,5.740674,0.275292,0.355381,0.284883569,0.114071,0.06166,0.794447311,60.474501,13
1861,267.171831,117.74336,44.382621,97.648776,216.579297,0.11540827,0,0,0.099593,0.580312,0.246734,1.507545,1.381118,216.917252,32.470834,0.512144,2,0.522,113.391786,4.724658,0.319651,0.410953,0.154318701,0.104792,0.014932,0.728417147,49.530102,16
1862,243.726424,154.743152,18.57072,130.089985,254.68978,0,0,0,0,0.024355,0.231353,1.17254,1.422507,223.665142,0,0.975338546,2,0.522,143.233325,4.092381,0.344968,0.313087,0.232519522,0.11032,0.037114,0.777452927,49.563202,12
1863,208.006421,197.553505,33.787641,99.775581,296.356502,0,0,0,0,0.251114,0.152834,0.879134,1.48921,251.322998,0,0.838632,2.5,0.601,52.471237,13.117809,0.348859,0.496898,0.049861204,0.094905,0.007331,0.679913895,49.563202,12
1864,179.250587,243.124108,77.544767,49.778422,266.052284,0,0,0,0,0.27373,0.163053,0.877229,1.401718,208.155332,0,0.774146,4.25,0.6801,164.116478,3.419093,0.183301,0.569534,0.135272629,0.140074,0.021412,0.639289463,47.551399,28
1865,161.22926,209.682729,126.034825,0.78484,217.006975,0.277734886,0,0.903271,0,0.091892,0.202806,1.10818,1.2713,181.339996,39.708525,0.022088,3,0.6801,50.132185,12.533046,0.170086,0.570928,0.185800706,0.149323,0.042222,0.627142976,60.4781,11
1866,157.667295,161.324201,119.837128,36.512194,168.523696,0.237219432,0,1,0,0,0.162932,0.855511,1.349355,191.373001,89.708525,0,4.75,0.6801,71.315663,11.885944,0.195709,0.606007,0.160766795,0.130584,0.029537,0.602093812,63.2341,11
1867,169.478841,114.385962,96.82199,86.480452,121.278379,0.561840626,0,1,0,0,0,0,0,0,139.708525,0,7.166667,0.6694,0,0,0.281399,0.504557,0.002075227,0.069842,0.000144,0.71050204,68.746101,10
1868,185.134858,71.713311,96.891993,74.275711,77.567096,0,0,0.415685,0,0.732555,0.200462,0.808698,1.35874,194.610992,179.086769,0.380805884,5.142857,0.6587,50.120377,12.530094,0.150191,0.314777,0.012205998,0.142713,0.004019,0.87635904,71.406502,10
1869,138.475427,46.919609,120.006746,30.119131,48.216839,0.424687063,0,0.827034,0,0.48981,0.13906,0.801707,1.50433,171.360001,205.664566,0.244611,3.666667,0.6587,50.095179,12.523795,0.463451,0.251220023,0.095740922,0.071740292,0.002220749,0.790849291,74.066902,2
1870,95.267897,65.269444,156.253575,21.988687,60.274975,0.297235804,0,1,0,0.075997,0,0,0,0,239.841107,0.295975,1.5,0.6587,0,0,0.213339,0.296566,0.41159842,0.068243,0.044826,0.869161455,63.861301,1
1871,63.059499,95.114946,198.566715,44.291412,99.705977,0.392528744,0,1,0,0,0,0,0,0,278.836151,0.204706,0.5,0.6587,0,0,0.839004,0.000021,0.232420965,0.097318,0.035867,0.403199411,63.861301,1
1872,62.265791,53.168563,243.807918,72.89554,145.772051,0,0.079876904,0.64676,0.179886,0.590428,0.181051,1.45742,1.28983,231.979996,280.864744,0.101529,1,0.6678,50.130644,12.532661,0.412888,0.397924,0.291653525,0.100167,0.040935,0.694479515,44.351398,1
1873,168.192084,75.37388,238.641525,142.366185,136.964281,0.275081514,0,0.201878,0.751667,0.537595,0.129716,0.683935,1.38752,177.826996,265.944298,0.150699,1.5,0.6769,50.135648,12.533912,0.609279,0.218475,0.417733805,0.068734,0.045557,0.575901048,42.690899,1
1874,153.248342,155.997963,271.335008,43.966831,109.468011,0.081481375,0,1,0,0,0.201517,1.13235,1.34183,234.712006,273.94729,0,2,0.6466,50.136935,12.534234,0.737775,0.020411,0.456993674,0.126961,0.075996,0.566420861,46.085201,2
1875,231.904657,283.536204,335.67296,68.682023,133.88462,0.531217749,0,0.988364,0,0.011568,0.212956,1.24548,1.30569,229.054001,311.442015,0,4.666667,0.6163,50.131484,0,0.510381,0.231915,0.297352467,0.159558,0.049162,0.679592676,51.847401,4
1876,314.604907,327.959537,387.392219,54.999141,204.27204,0.196821412,0,0,1,0,0.112944,0.527059,1.350413,210.327672,354.163754,0.471462,3,0.4499,82.273818,6.328755,0.293466,0.457198,0.298534956,0.106882,0.039535,0.71245337,50.330799,1
1877,359.269378,358.663906,418.333178,34.187269,196.31504,0.302618011,0,0,1,0,0.111585,0.527179,1.441645,190.959999,318.450717,0.640812,2.25,0.2835,31.164988,5.194165,0.597612,0.145315,0.141731869,0.162661,0.026628,0.619265513,62.140202,1
1878,405.182335,393.347349,452.670997,65.670642,200.878379,0.213286044,0,0.24062,0.628676,0.442299,0.219284,1.23177,1.31408,210.339005,271.467737,0.812037,2.2,0.2835,50.170115,12.542529,0.67088,0.009107,0.338018478,0.088475,0.079809,0.540813593,65.084803,18
1879,451.963453,431.050434,489.713605,111.608678,217.174243,0.411791104,0,0.000279,0.999721,0.002564,0,0,0,0,225.709419,0,3.111111,0.2835,0,0,0.451173,0.086276183,0.051997952,0.193344951,0.023977463,0.795206103,68.029404,5
1880,475.910106,471.048634,528.892993,160.001128,205.420663,0.370326861,0,0,1,0,0.17599,1.000918,1.34862,200.865501,181.689691,0,4.166667,0.2835,81.753214,40.876607,0.358113,0.447273,0.140276131,0.149345,0.024837,0.669865633,68.104702,2
1881,174.243975,530.207718,775.410244,212.687189,218.557689,0.00152343,0,0.31184,0,0.363376,0.073079,0.496034,1.17646,206.257004,147.634528,0.262127,2,0.1955,53.087856,13.271964,0.639446,0.010142,0.301944121,0.123403,0.062866,0.664105351,0,32
1882,149.47397,480.208523,726.65288,221.344908,246.520126,0.408057502,0,1,0,0,0,0,0,0,111.932239,0.096117,1.75,0.1955,0,0,0.253996,0.520096,1,0.00003,0.1129,0.659985108,69.064003,1
1883,145.963959,380.210767,629.72306,265.909742,319.032272,0.048637706,0,0.669787,0,0.601336,0.064345,0.55371,1.249427,189.371999,11.932239,0.060456,3.333333,0.2314,97.242093,7.480161,0.732943,0.001043,0.461185562,0.103297,0.064655,0.483930328,74.2491,3
1884,290.857197,80.251061,349.472894,126.031262,198.11367,0,0.523402554,0,0,0.151382,0.005835,0.166667,1.17232,183.556,0,0.503526,2,0.2663,51.945463,12.986366,0.679552,0.010435,0.09821155,0.097365,0.010628,0.638347619,52.605999,3
1885,245.697663,30.335353,306.422365,125.367608,161.34366,0.137571993,0.19010271,0,0,0,0,0,0,0,25.802993,0.124993,0.5,0.2663,0,0,0.293766,0.42,1,0,0.112908,0.720844847,92.983496,49
1886,202.822025,20.005864,265.815778,111.89289,133.471071,0,1,0,0,0,0,0,0,0,57.01666,0,1.8,0.2663,0,0,0.459956,0.251932,0.410452247,0.100815,0.048681,0.740152779,133.360992,49
1887,164.031114,69.858682,228.957179,80.808959,120.819192,0,0.08446347,0,0,0.50519,0.098864,0.602601,1.53549,183.367004,91.399847,0.568908,3.833333,0.2663,50.122761,12.53069,0.519152,0.241153,0.281795255,0.058351,0.018732,0.674418482,131.486196,30
1888,132.94976,108.65314,197.951388,74.43223,127.984481,0.050522576,0.084164631,0,0.724664,0.331993,0.177044,1.342361,1.347755,195.672501,131.545128,0.684845,4.5,0.3275,118.827976,6.254104,0.231392,0.446465,0.236300573,0.110192,0.038956,0.741802495,130.548798,2
1889,115.952884,140.746061,175.92076,97.725257,152.193224,0,0.908048174,0,1,0,0,0,0,0,176.726567,0.166118,4.8,0.3887,0,0,0.4512,0.09309035,0.279594652,0.193221038,0.079159548,0.789583735,133.827652,1
1890,61.714426,36.840649,143.638458,145.00628,85.544634,0.100670731,0.327424791,1,0,0,0.216607,0.821436,1.4323,190.692332,361.646004,0.041089,2.75,0.4865,81.085496,7.371409,0.00382,0,0,0.323631,0,0.727893538,71.819866,1
1891,57.187049,83.519037,133.465124,103.568226,53.444796,0.049682237,0.231529962,0.869456,0,0.362104,0.087125,0.390677,1.32186,166.759995,408.888976,0.294212,2.75,0.5843,50.129394,12.532348,0.639446,0.010142,0.301924372,0.123403,0.056984,0.664140424,50.865866,1
1892,167.10938,232.012969,198.382804,99.121371,139.541147,0.720591139,0,1,0,0,0,0,0,0,410.417503,0.001615,3.5,0.5843,0,0,0.040823,0.472534,0.135090588,0.173199,0.038312,0.755316418,43.104801,4
1893,214.811406,281.865596,237.774409,138.141458,187.110111,0.144868684,0,0.377218,0,0.367762,0.028737,0.391008,1.67983,153.399002,400.205889,0.185564,3.5,0.5843,54.605603,13.651401,0.60822,0.066542,0.561529255,0.088983,0.042335,0.695450034,43.104801,68
1894,243.380152,90.336477,856.187707,136.172273,159.74623,0.078133537,0.285260675,0,0,0.357817,0.03824,0.405513,1.293305,182.397003,355.563922,0,2.666667,0.095,80.522596,10.065325,0.688657,0.020248,0.473821971,0.100668,0.078954,0.51824668,0,8
1895,194.599325,60.854567,859.842605,93.431348,145.494596,0.233881902,0.626201828,0,0,0.293114,0.03824,0.405513,1.293305,182.397003,360.098295,0.223117,2,0.095,101.947775,12.743472,0.718913,0.026862,0.498860626,0.102837,0.066168,0.547850738,0,11
1896,146.642067,65.160399,832.181409,62.577518,147.710856,0.184987211,0.177648767,0,0.25231,0.654423,0.091299,0.750638,1.245142,189.992999,367.675936,0.136711,3,0.095,99.01647,3.808326,0.386591,0.292302,0.320560392,0.100708,0.034928,0.769356716,0,5
1897,100.692077,86.472578,806.67372,64.050564,165.735682,0.179232002,0,0.112606,0.195483,0.565,0.121104,0.922461,1.201713,195.213999,380.363951,0.025921,3.333333,0.095,72.930253,6.630023,0.802896,0,0.355886523,0.090973,0.060679,0.378478112,0,3
1898,19.1918,92.90616,755.469226,6.259376,203.085397,0,0,0.060344,0,0.370761,0.067336,0.244078,1.05787,176.003502,422.669706,0.769887612,2,0.1096,89.21511,22.303778,0.575056,0.273543,0.225436808,0.105849,0.021117,0.645697171,238.926498,7
1899,82.113737,15.448826,69.71875,138.420921,256.844491,0,0.286625715,0.54248,0,0.689944,0.068981,0.549162,1.22925,177.07933,619.860252,0.413791,2,0.1813,82.178689,6.321438,0.470232,0.235503,0.291955139,0.112565,0.03847,0.724197031,302.36499,14
1900,33.559274,35.443533,48.217809,94.687423,276.123794,0,0.585824014,0.315955,0,0.67729,0.0716,0.742725,1.43848,194.751999,579.295022,0.352902,2,0.1813,50.060372,12.515093,0.602914,0.12446,0.416201235,0.042615,0.085049,0.643410709,156.735001,14
1901,22.578396,85.286704,33.272683,61.408996,302.522076,0.034012311,0.271242364,0.338729,0.263537,1.072037,0.076051,0.75382,1.328133,185.221664,540.198376,0.482832,0.5,0.1813,76.900859,5.126724,0.616088,0.070976,0.584206247,0.05785,0.073808,0.626910109,161.252998,2
